material,weight_capacity,fragility,recyclability,co2_score,strength,biodegradability,co2_impact_index,eco_score,cost_efficiency,suitability_score
Bioplastic,0.175,,1,0.058388941849380364,0.175,7,0.0007,7.755,1.1048751128498344,8.116611058150621
Ceramic,0.5085,,1,0.2907530981887512,0.5085,5,0.0011996066863323,4.78,1.3013332520126857,6.217746901811249
Ceramic,0.1635,,1,0.09342230695900859,0.1635,5,0.0011987767584097,5.608,0.8453006407097092,6.070077693040991
Glass,0.283,,0,0.2023355576739752,0.28300000000000003,6,0.0015,5.151,0.9360460349992118,6.080664442326025
Paper,0.222,,1,0.09532888465204958,0.22200000000000003,9,0.0009009009009009,9.6,1.1365446559297219,10.12667111534795
Ceramic,0.872,,1,0.4988083889418494,0.8720000000000001,5,0.001200114678899,3.907,1.4562254238637269,6.37319161105815
Metal,0.224,,0,0.19208770257387991,0.22400000000000003,5,0.0017991071428571,4.194,0.7668929503916448,5.03191229742612
Metal,0.6365,,1,0.5459961868446139,0.6365000000000001,5,0.0017996857816182,3.709,0.9852999335940383,6.090503813155386
Metal,0.7085,,0,0.6079599618684463,0.7085,5,0.0018002822865208,2.449,1.0007628088601628,5.1005400381315535
Paper,0.686,,1,0.29432793136320307,0.686,9,0.0009001457725947,8.765,1.7396688021274023,10.391672068636797
Paper,0.854,,1,0.36630123927550046,0.8539999999999999,9,0.0008998829039812,8.463000000000001,1.831434120412961,10.487698760724498
Bioplastic,0.985,,1,0.3286463298379409,0.985,7,0.0007,6.621,2.2979317246747466,8.656353670162058
Glass,0.9725,,1,0.6951858913250715,0.9724999999999999,6,0.0014997429305912,4.083,1.22298447521429,7.277314108674929
Ceramic,0.632,,1,0.361534795042898,0.632,5,0.0012001582278481,4.4830000000000005,1.369344211504699,6.270465204957102
Plastic,0.2155,,1,0.21568160152526217,0.21549999999999997,2,0.0020997679814385,2.095,0.6826498565604711,2.999818398474738
Plastic,0.545,,1,0.5455195424213537,0.545,2,0.0021,0.7109999999999999,0.8442811784685816,2.9994804575786462
Bioplastic,0.191,,1,0.06363203050524309,0.191,7,0.0006989528795811,7.733,1.1672531313719778,8.127367969494756
Bioplastic,0.1435,,1,0.047902764537654914,0.14350000000000002,7,0.0007003484320557,7.799,0.9702320335159524,8.095597235462344
Paper,0.6935,,1,0.2974261201143947,0.6935,9,0.0008997837058399,8.752,1.7449784120892298,10.396073879885606
Glass,0.198,,0,0.14156339370829363,0.198,6,0.0015,5.406,0.8196606156274664,6.056436606291706
Paper,0.428,,1,0.18350810295519543,0.42800000000000005,9,0.0008995327102803,9.23,1.5096570275722931,10.244491897044805
Glass,0.3285,,0,0.2349857006673022,0.3285,6,0.0015007610350076,5.014,0.9806388730791121,6.093514299332698
Paper,0.862,,0,0.36987607244995235,0.8619999999999999,9,0.0009002320185614,7.448,1.8345262730777032,9.492123927550047
Metal,0.735,,1,0.6306005719733079,0.735,5,0.0018,3.354,1.0060216597077245,6.104399428026692
Paper,0.5925,,1,0.25428979980934224,0.5925,9,0.0009004219409282,8.933,1.6723597470738596,10.338210200190657
Bioplastic,0.3785,,1,0.1263107721639657,0.3785,7,0.0007001321003963,7.47,1.672478938500421,8.252189227836034
Ceramic,0.4185,,1,0.23927550047664445,0.4185,5,0.0011995221027479,4.996,1.233510817645406,6.179224499523356
Metal,0.523,,1,0.44876072449952337,0.523,5,0.0018001912045889,4.117,0.9530565447754712,6.074239275500476
Metal,0.1315,,0,0.11272640610104862,0.1315,5,0.0017984790874524,4.527,0.6181649114945105,5.018773593898952
Plastic,0.0835,,1,0.0836510962821735,0.08349999999999999,2,0.0021017964071856,2.649,0.45466649364131834,2.9998489037178264
Paper,0.5325,,1,0.22855100095328884,0.5325,9,0.000900469483568,9.041,1.620752937762948,10.303948999046712
Paper,0.0995,,1,0.04265967588179218,0.0995,9,0.0008994974874371,9.821,0.6974640828600067,10.056840324118209
Metal,0.848,,1,0.7275977121067684,0.8480000000000001,5,0.0018001179245283,2.947,1.0246524218165065,6.120402287893231
Plastic,0.654,,1,0.6546711153479504,0.654,2,0.0021001529051987,0.2530000000000001,0.86660266531927,2.9993288846520496
Plastic,0.226,,1,0.2261677788369876,0.22599999999999998,2,0.0020995575221238,2.051,0.6928949291246529,2.9998322211630124
Bioplastic,0.552,,1,0.1842230695900858,0.5519999999999999,7,0.0007001811594202,7.227,1.942136508468891,8.367776930409914
Glass,0.147,,0,0.10510009532888466,0.147,6,0.0015,5.559,0.7167232163606785,6.041899904671116
Paper,0.3265,,1,0.14013346043851288,0.3265,9,0.0009004594180704,9.412,1.3596605795950774,10.186366539561487
Metal,0.417,,1,0.357721639656816,0.417,5,0.0017997601918465,4.4990000000000006,0.9110340518587942,6.059278360343184
Plastic,0.7125,,1,0.7132983794089609,0.7125,2,0.0021003508771929,0.0070000000000001,0.8760622399343609,2.9992016205910392
Plastic,0.3145,,0,0.3148236415633937,0.3145,2,0.0021001589825119,0.679,0.7581535102838102,1.9996763584366062
Ceramic,0.3425,,0,0.19590085795996187,0.34249999999999997,5,0.0012,4.178,1.157482280927835,5.1465991420400385
Ceramic,0.7765,,1,0.44423260247855106,0.7765,5,0.0012002575660012,4.136,1.4267796461727094,6.332267397521449
Plastic,0.494,,1,0.49451858913250724,0.49400000000000005,2,0.0021002024291497,0.9249999999999998,0.8309243966968652,2.999481410867493
Plastic,0.281,,0,0.2812202097235462,0.281,2,0.0020996441281138,0.8200000000000001,0.7371067766941737,1.9997797902764538
Plastic,0.3165,,1,0.3167302192564347,0.3165,2,0.0020995260663507,1.671,0.7594841587555758,2.9997697807435655
Metal,0.56,,1,0.4804575786463299,0.5599999999999999,5,0.0018,3.984,0.964756117589095,6.07954242135367
Metal,0.41,,1,0.3517635843660629,0.41,5,0.0018,4.524,0.9075543363578814,6.058236415633937
Metal,0.9085,,1,0.7795519542421354,0.9085000000000001,5,0.001800220143093,2.729,1.0329122635885764,6.1289480457578644
Ceramic,0.301,,1,0.17206863679694948,0.301,5,0.0011993355481727,5.2780000000000005,1.1063384723195515,6.12893136320305
Metal,0.885,,1,0.7592945662535748,0.885,5,0.0018,2.814,1.0299145773241625,6.125705433746425
Plastic,0.5325,,1,0.5328884652049571,0.5325,2,0.0020995305164319,0.7639999999999998,0.8413804789877993,2.9996115347950427
Glass,0.562,,1,0.401811248808389,0.562,6,0.0015,5.314,1.119943009118541,7.160188751191611
Bioplastic,0.953,,1,0.3179218303145854,0.953,7,0.0006998950682056,6.666,2.280330748175182,8.635078169685414
Metal,0.6255,,0,0.5367016205910391,0.6255,5,0.0018001598721023,2.748,0.9824067974247641,5.088798379408961
Paper,0.9975,,1,0.4280266920877026,0.9974999999999999,9,0.0009002506265664,8.204,1.8891090449539627,10.569473307912299
Glass,0.6465,,1,0.46234509056244044,0.6465,6,0.0015003866976024,5.0600000000000005,1.1496499406679097,7.184154909437559
Paper,0.3125,,1,0.13393708293612966,0.3125,9,0.0008992,9.438,1.3358292583537081,10.17856291706387
Glass,0.259,,1,0.18517635843660632,0.259,6,0.0015,6.223,0.9082099281297007,7.073823641563394
Paper,0.351,,1,0.15061963775023834,0.351,9,0.0009002849002849,9.368,1.4005287181437809,10.20038036224976
Ceramic,0.1395,,0,0.07983794089609153,0.1395,5,0.0012007168458781,4.665,0.7756983832494037,5.059662059103909
Glass,0.5455,,1,0.3901334604385129,0.5455,6,0.001500458295142,5.363,1.11296217057279,7.155366539561487
Paper,0.814,,1,0.3491420400381316,0.8140000000000001,9,0.0008998771498771,8.535,1.8123442640348082,10.464857959961869
Bioplastic,0.9415,,0,0.31410867492850336,0.9414999999999999,7,0.0006999468932554,5.682,2.273557780847145,7.627391325071496
Paper,0.3285,,0,0.14084842707340325,0.3285,9,0.0008995433789954,8.409,1.363928359390461,9.187651572926598
Paper,0.4755,,1,0.2040038131553861,0.4755,9,0.000900105152471,9.144,1.5641251175917215,10.271496186844614
Glass,0.9285,,0,0.6637273593898952,0.9285,6,0.0014997307485191,3.215,1.2157479872683017,6.264772640610104
Glass,0.169,,1,0.12082936129647284,0.16899999999999998,6,0.0015,6.493,0.7652967839412906,7.048170638703526
Paper,0.654,,1,0.2805052430886559,0.654,9,0.0008998470948012,8.823,1.7187673806839534,10.373494756911343
Metal,0.9895,,1,0.8489037178265014,0.9894999999999999,5,0.001799898938858,2.438,1.0427822985734378,6.140596282173498
Paper,0.157,,1,0.06744518589132507,0.157,9,0.0009012738853503,9.717,0.9376202675775691,10.089554814108675
Metal,0.5805,,1,0.498093422306959,0.5805,5,0.0018001722652885,3.91,0.970584156837743,6.082406577693041
Paper,0.5905,,1,0.2533365109628217,0.5905,9,0.000900084674005,8.937,1.6712113854040203,10.337163489037179
Glass,0.553,,1,0.39537654909437564,0.553,6,0.0015,5.341,1.1163225247762916,7.157623450905624
Plastic,0.4035,,1,0.40395614871306007,0.4035,2,0.0021003717472118,1.305,0.8006649011633407,2.99954385128694
Metal,0.2995,,1,0.2569113441372736,0.2995,5,0.0017996661101836,4.922,0.8391439636752135,6.042588655862726
Ceramic,0.335,,1,0.19161105815061966,0.335,5,0.0012,5.196,1.1487904543968617,6.143388941849381
Glass,0.817,,1,0.5841277407054338,0.817,6,0.0015,4.549,1.1942214171253396,7.232872259294567
Ceramic,0.888,,1,0.507864632983794,0.8880000000000001,5,0.0011998873873873,3.869,1.4608515643378033,6.380135367016206
Ceramic,0.793,,1,0.4535271687321259,0.7929999999999999,5,0.0011998738965952,4.097,1.4326306725221731,6.339472831267874
Plastic,0.181,,1,0.1811248808388942,0.181,2,0.0020994475138121,2.24,0.643841980332316,2.9998751191611057
Plastic,0.113,,0,0.11320305052430887,0.11299999999999999,2,0.0021017699115044,1.525,0.5300111781801922,1.999796949475691
Glass,0.309,,1,0.2209246901811249,0.309,6,0.0015,6.073,0.9628427149858904,7.088075309818875
Plastic,0.5085,,0,0.5090562440419447,0.5085,2,0.0021002949852507,-0.1360000000000001,0.8348982626389105,1.9994437559580551
Glass,0.1485,,0,0.10629170638703528,0.14850000000000002,6,0.0015016835016835,5.554,0.7198544362292052,6.042208293612965
Plastic,0.8145,,1,0.8153002859866539,0.8145,2,0.0021000613873542,-0.4209999999999998,0.8898718950164037,2.9991997140133457
Paper,0.1875,,1,0.0805529075309819,0.1875,9,0.0009013333333333,9.662,1.0384767687434,10.106947092469017
Bioplastic,0.72,,0,0.24022878932316494,0.72,7,0.0007,5.992,2.1162230316615296,7.479771210676835
Metal,0.1705,,1,0.1463298379408961,0.1705,5,0.0018005865102639,5.386,0.6921613777089783,6.024170162059104
Paper,0.3855,,1,0.165395614871306,0.3855,9,0.0009001297016861,9.306,1.4525484913793103,10.220104385128694
Glass,0.3035,,1,0.2168732125834128,0.3035,6,0.001499176276771,6.09,0.9577963297232248,7.086626787416587
Glass,0.425,,1,0.303860819828408,0.425,6,0.0014999999999999,5.725,1.052342735748849,7.121139180171592
Ceramic,0.4955,,0,0.28336510962821737,0.4955,5,0.0011997981836528,3.811,1.2925015541464628,5.212134890371782
Glass,0.659,,1,0.47116301239275504,0.659,6,0.0015,5.023,1.1537861971125762,7.187836987607245
Glass,0.106,,0,0.07578646329837942,0.10600000000000001,6,0.0015,5.682,0.603004338394794,6.030213536701621
Metal,0.065,,1,0.055767397521449005,0.065,5,0.0018,5.766,0.41728886168910645,6.009232602478551
Metal,0.972,,1,0.8338894184938037,0.9720000000000001,5,0.0017998971193415,2.501,1.0408084519981626,6.138110581506197
Ceramic,0.8235,,1,0.4709246901811249,0.8234999999999999,5,0.0011997571341833,4.024,1.4423968943062278,6.352575309818875
Paper,0.3555,,1,0.15252621544327932,0.35550000000000004,9,0.000900140646976,9.36,1.4077746319365798,10.20297378455672
Ceramic,0.362,,1,0.2071020019065777,0.362,5,0.0012002762430939,5.131,1.178761446531119,6.154897998093422
Bioplastic,0.7065,,1,0.23570066730219258,0.7065,7,0.0006999292285916,7.011,2.1045534573335223,8.470799332697808
Ceramic,0.5265,,1,0.3012392755004767,0.5265,5,0.0012003798670465,4.736,1.3121846044191017,6.225260724499524
Glass,0.737,,0,0.526930409914204,0.737,6,0.0014999999999999,3.789,1.1755690716946703,6.210069590085796
Glass,0.768,,0,0.5490943755958055,0.768,6,0.0014999999999999,3.696,1.1831869584373624,6.2189056244041945
Ceramic,0.544,,1,0.31124880838894187,0.544,5,0.0012003676470588,4.694,1.3228001854427447,6.232751191611059
Bioplastic,0.498,,1,0.16611058150619637,0.49800000000000005,7,0.0006997991967871,7.303,1.8714024717893607,8.331889418493805
Paper,0.8875,,1,0.38060057197330793,0.8875,9,0.0008997183098591,8.403,1.8466478230685308,10.506899428026692
Ceramic,0.931,,1,0.5324118207816969,0.931,5,0.0011997851772287,3.766,1.4721419957793187,6.3985881792183035
Paper,0.376,,1,0.16134413727359392,0.376,9,0.0009002659574468,9.323,1.4387160313696878,10.214655862726406
Ceramic,0.363,,1,0.20757864632983794,0.363,5,0.0011997245179063,5.129,1.180185960018596,6.155421353670161
Paper,0.8955,,1,0.38417540514775983,0.8955,9,0.0009000558347292,8.388,1.8495363260484345,10.51132459485224
Glass,0.0725,,1,0.0517159199237369,0.0725,6,0.0014965517241379,6.783,0.4778667923342758,7.020784080076263
Glass,0.9405,,1,0.6723069590085797,0.9404999999999999,6,0.0014997341839447,4.179,1.2177800407331973,7.26819304099142
Bioplastic,0.8325,,1,0.2776453765490944,0.8324999999999999,7,0.0006996996996996,6.835,2.2044490723210903,8.554854623450906
Metal,0.076,,1,0.06530028598665397,0.076,5,0.0018026315789473,5.726,0.4597693194925028,6.010699714013346
Glass,0.8385,,0,0.5993803622497618,0.8385,6,0.001499701848539,3.485,1.1989184215906767,6.239119637750238
Glass,0.3845,,1,0.2747855100095329,0.3845,6,0.0014993498049414,5.847,1.0259201322650389,7.109714489990467
Paper,0.7895,,1,0.33865586272640613,0.7895,9,0.0008999366687777,8.579,1.7998163642290557,10.450844137273593
Paper,0.947,,1,0.40633937082936133,0.9470000000000001,9,0.0009002111932418,8.295,1.8702871128683047,10.540660629170638
Metal,0.4695,,1,0.40276453765490944,0.46950000000000003,5,0.0017997870074547,4.3100000000000005,0.9338367463026166,6.066735462345091
Ceramic,0.944,,1,0.5400381315538608,0.944,5,0.0012002118644067,3.734,1.4749121239201668,6.403961868446139
Metal,0.6355,,1,0.5452812202097236,0.6355000000000001,5,0.0018001573564122,3.712,0.9848419264293101,6.090218779790277
Bioplastic,0.1965,,1,0.0655386081982841,0.1965,7,0.0006997455470737,7.725,1.1870342643247913,8.130961391801716
Paper,0.876,,1,0.37583412774070546,0.876,9,0.0009001141552511,8.423,1.8409776620254432,10.500165872259293
Paper,0.8215,,1,0.3524785510009533,0.8215,9,0.000900182592818,8.521,1.8155556726008635,10.469021448999047
Metal,0.778,,1,0.6675405147759772,0.778,5,0.0018001285347043,3.199,1.0136272744209154,6.110459485224023
Paper,0.2595,,0,0.11129647283126788,0.2595,9,0.0008998073217726,8.533,1.228132190390255,9.14820352716873
Bioplastic,0.2315,,1,0.07721639656816016,0.23149999999999998,7,0.0006997840172786,7.676,1.3063125336202257,8.15428360343184
Ceramic,0.3665,,1,0.20972354623450906,0.3665,5,0.001200545702592,5.12,1.183313327177593,6.156776453765492
Glass,0.816,,1,0.5834127740705434,0.8160000000000001,6,0.0015,4.552,1.1940075324313015,7.232587225929456
Plastic,0.834,,0,0.8348427073403242,0.834,2,0.0021001199040767,-1.503,0.8921286901544893,1.999157292659676
Ceramic,0.116,,0,0.06625357483317446,0.11599999999999999,5,0.0011982758620689,4.722,0.697729357798165,5.049746425166825
Metal,0.661,,1,0.567206863679695,0.661,5,0.0018003025718608,3.62,0.9906972424632091,6.093793136320304
Metal,0.928,,1,0.7962345090562442,0.9279999999999999,5,0.0018001077586206,2.659,1.035443280327607,6.131765490943756
Ceramic,0.21,,1,0.12011439466158247,0.21000000000000002,5,0.0012,5.496,0.9540493720225206,6.089885605338417
Glass,0.528,,1,0.3775023832221163,0.528,6,0.0015,5.416,1.1057536434418047,7.150497616777884
Glass,0.375,,0,0.26811248808388943,0.375,6,0.0015,4.875,1.0187103457205748,6.106887511916111
Glass,0.1085,,1,0.07769304099142041,0.1085,6,0.0015023041474654,6.674,0.6106035407725321,7.03080695900858
Ceramic,0.992,,1,0.5674451858913251,0.992,5,0.0012001008064516,3.619,1.4862643719203028,6.424554814108675
Ceramic,0.539,,1,0.30838894184938037,0.5389999999999999,5,0.0012003710575139,4.706,1.3198202614379084,6.230611058150619
Ceramic,0.856,,1,0.48951382268827454,0.8560000000000001,5,0.0011997663551401,3.946,1.4520439844760673,6.366486177311725
Paper,0.52,,1,0.22306959008579602,0.52,9,0.0009,9.064,1.6095603422838594,10.296930409914204
Glass,0.334,,1,0.2387988560533842,0.33399999999999996,6,0.0015,5.998,0.9858356781091725,7.095201143946616
Ceramic,0.1435,,1,0.08198284080076262,0.14350000000000002,5,0.001198606271777,5.656,0.7885358826610792,6.061517159199238
Paper,0.323,,1,0.138465204957102,0.323,9,0.0008993808049535,9.419,1.354495302818309,10.184534795042898
Bioplastic,0.99,,0,0.33031458531935176,0.99,7,0.0007,5.614,2.3006424457244132,7.659685414680649
Paper,0.868,,0,0.3722592945662536,0.868,9,0.0008997695852534,7.438,1.8379733548647557,9.495740705433747
Plastic,0.5825,,1,0.5829361296472833,0.5825,2,0.0020995708154506,0.5539999999999998,0.852934812953657,2.9995638703527168
Paper,0.3425,,1,0.14704480457578648,0.34249999999999997,9,0.0009007299270072,9.383,1.3863881921666985,10.195455195424213
Glass,0.3595,,1,0.25714966634890374,0.35950000000000004,6,0.001500695410292,5.921,1.0065808087548378,7.102350333651096
Ceramic,0.227,,0,0.12988560533841756,0.227,5,0.0012004405286343,4.455,0.9874476466929296,5.097114394661583
Plastic,0.251,,0,0.25119161105815063,0.251,2,0.0020996015936254,0.946,0.7147095548317046,1.9998083889418492
Plastic,0.2745,,1,0.2747855100095329,0.2745,2,0.0021001821493624,1.847,0.7324189240747807,2.9997144899904673
Glass,0.2675,,1,0.19113441372735943,0.26749999999999996,6,0.0014990654205607,6.198,0.9188195808775373,7.07636558627264
Ceramic,0.129,,1,0.07387988560533842,0.129,5,0.0012015503875968,5.69,0.741891447368421,6.055120114394661
Paper,0.2635,,1,0.11296472831267874,0.26349999999999996,9,0.0008994307400379,9.526,1.2372940913160246,10.150535271687321
Plastic,0.459,,0,0.45948522402287895,0.45899999999999996,2,0.0021002178649237,0.072,0.8203970011927074,1.9995147759771212
Plastic,0.197,,1,0.1970924690181125,0.197,2,0.0020989847715736,2.173,0.6630932135408311,2.9999075309818877
Plastic,0.956,,0,0.9568636796949476,0.9560000000000001,2,0.0020998953974895,-2.015,0.9045632075046228,1.9991363203050523
Paper,0.689,,1,0.2955195424213537,0.689,9,0.000899854862119,8.76,1.7420125331405156,10.393480457578647
Bioplastic,0.446,,1,0.14871306005719734,0.446,7,0.0006995515695067,7.376,1.7932311230356457,8.297286939942802
Paper,0.9365,,1,0.401811248808389,0.9365,9,0.0009001601708489,8.314,1.8662395516717323,10.534688751191611
Bioplastic,0.8725,,1,0.29122974261201146,0.8724999999999999,7,0.0007002865329512,6.7780000000000005,2.230147417153996,8.581270257387986
Plastic,0.377,,1,0.3772640610104862,0.377,2,0.0020994694960212,1.417,0.7899191051632877,2.9997359389895135
Glass,0.2635,,0,0.18827454718779793,0.26349999999999996,6,0.0014990512333965,5.21,0.9140591931216928,6.075225452812202
Glass,0.216,,1,0.15443279313632033,0.21600000000000003,6,0.0015,6.352,0.8489471712251779,7.06156720686368
Ceramic,0.8925,,1,0.5104861773117254,0.8925000000000001,5,0.0012,3.858,1.461949562773267,6.3820138226882746
Plastic,0.8125,,0,0.813393708293613,0.8125,2,0.0021003076923076,-1.4129999999999998,0.8895397380368418,1.9991062917063869
Metal,0.31,,1,0.26596758817921834,0.31,5,0.0018,4.884,0.8470695493618128,6.0440324118207815
Glass,0.547,,1,0.3910867492850334,0.5469999999999999,6,0.0015,5.359,1.1138561584004658,7.155913250714966
Plastic,0.63,,0,0.6306005719733079,0.63,2,0.0021,-0.6459999999999999,0.8623042797494781,1.999399428026692
Metal,0.885,,1,0.7592945662535748,0.885,5,0.0018,2.814,1.0299145773241625,6.125705433746425
Plastic,0.2335,,0,0.23379408960915157,0.23349999999999999,2,0.0021006423982869,1.019,0.6995330572611738,1.9997059103908483
Bioplastic,0.077,,0,0.025738798856053385,0.077,7,0.0007012987012987,6.892,0.6123805913570887,7.051261201143946
Paper,0.5615,,1,0.24094375595805528,0.5615,9,0.000900267141585,8.989,1.6468992031315532,10.320556244041946
Ceramic,0.956,,1,0.5467111534795044,0.9560000000000001,5,0.001199790794979,3.706,1.4782488207547169,6.4092888465204965
Paper,0.929,,1,0.3984747378455672,0.9289999999999999,9,0.0008998923573735,8.328,1.863685217058711,10.530525262154432
Metal,0.9015,,1,0.7733555767397522,0.9015000000000001,5,0.0017997781475318,2.755,1.0322256180756426,6.128144423260248
Paper,0.5765,,0,0.24737845567206865,0.5765,9,0.0009002601908065,7.962,1.6595732711306257,9.329121544327931
Plastic,0.642,,1,0.6425166825548142,0.642,2,0.0020996884735202,0.3039999999999998,0.8646270381306971,2.999483317445186
Ceramic,0.5455,,1,0.3119637750238322,0.5455,5,0.0011998166819431,4.691,1.3241455513132014,6.233536224976167
Paper,0.359,,1,0.15395614871306007,0.359,9,0.0008997214484679,9.354,1.4136298798798799,10.20504385128694
Ceramic,0.8645,,1,0.49451858913250724,0.8644999999999999,5,0.0012001156737998,3.925,1.454117694219514,6.369981410867492
Ceramic,0.6605,,0,0.37774070543374644,0.6605000000000001,5,0.0011998485995457,3.415,1.3825491369849348,5.282759294566254
Metal,0.674,,1,0.5781696854146807,0.674,5,0.0017997032640949,3.574,0.9938515603036266,6.09583031458532
Glass,0.294,,0,0.21020019065776932,0.294,6,0.0015,5.118,0.9477750460971112,6.0837998093422305
Glass,0.443,,1,0.3167302192564347,0.44299999999999995,6,0.0015,5.671,1.0630378588585152,7.126269780743565
Paper,0.3075,,1,0.13179218303145857,0.3075,9,0.0008991869918699,9.447,1.3266193707587906,10.17570781696854
Plastic,0.74,,1,0.7407054337464253,0.74,2,0.0021,-0.1080000000000001,0.8802131760970631,2.999294566253575
Bioplastic,0.265,,1,0.08841754051477599,0.265,7,0.0007,7.629,1.406450796863142,8.176582459485225
Metal,0.5225,,1,0.44828408007626314,0.5225,5,0.0018,4.119,0.9529731374424062,6.074215919923737
Plastic,0.8645,,1,0.8653479504289799,0.8644999999999999,2,0.0021000578368999,-0.6309999999999998,0.8955320199476621,2.99915204957102
Ceramic,0.8175,,1,0.46758817921830315,0.8175000000000001,5,0.0012,4.038,1.4403048370843132,6.3499118207816965
Bioplastic,0.2095,,1,0.06982840800762631,0.20950000000000002,7,0.0006992840095465,7.707,1.2335980914959304,8.139671591992373
Glass,0.401,,1,0.2867016205910391,0.40099999999999997,6,0.0015,5.797,1.036975224947615,7.114298379408961
Paper,0.5475,,1,0.2349857006673022,0.5475,9,0.0009004566210045,9.014,1.6343981217985202,10.312514299332697
Paper,0.5965,,1,0.2559580552907531,0.5965,9,0.0009002514668901,8.926,1.675759239421532,10.340541944709248
Paper,0.925,,1,0.3968064823641564,0.925,9,0.0009,8.335,1.861891969682433,10.528193517635845
Ceramic,0.4465,,0,0.2554814108674929,0.4465,5,0.0012004479283314,3.928,1.2560431751139716,5.191018589132508
Bioplastic,0.251,,1,0.0836510962821735,0.251,7,0.0006992031872509,7.649,1.3667220347780948,8.167348903717828
Bioplastic,0.495,,1,0.16515729265967588,0.495,7,0.0007,7.307,1.866816465935646,8.329842707340324
Paper,0.2605,,1,0.11177311725452813,0.2605,9,0.0009001919385796,9.531,1.2300900292595094,10.148726882745473
Ceramic,0.4355,,0,0.2490467111534795,0.43550000000000005,5,0.0011997703788748,3.955,1.247684009285812,5.186453288846521
Ceramic,0.6265,,0,0.3584366062917064,0.6265,5,0.0012003192338387,3.496,1.3666011644832603,5.268063393708293
Glass,0.8775,,1,0.6272640610104863,0.8775000000000001,6,0.001499715099715,4.368,1.2065768777034998,7.250235938989514
Glass,0.54,,1,0.3860819828408008,0.54,6,0.0015,5.38,1.1109237105314766,7.153918017159199
Ceramic,0.1995,,1,0.11415633937082936,0.1995,5,0.0012005012531328,5.521,0.9315624304473625,6.085343660629171
Bioplastic,0.1965,,1,0.0655386081982841,0.1965,7,0.0006997455470737,7.725,1.1870342643247913,8.130961391801716
Plastic,0.2305,,1,0.23069590085795996,0.2305,2,0.0020997830802603,2.032,0.697014989910637,2.99980409914204
Glass,0.7915,,1,0.5657769304099143,0.7915,6,0.0014996841440303,4.626,1.1888366265750285,7.225723069590086
Paper,0.9985,,1,0.4282650142993327,0.9984999999999999,9,0.0008998497746619,8.203,1.89014977894072,10.570234985700667
Metal,0.9665,,1,0.8291229742612012,0.9664999999999999,5,0.0017997930677703,2.521,1.0402282870774122,6.1373770257387985
Plastic,0.342,,0,0.342230695900858,0.34199999999999997,2,0.0020994152046783,0.5640000000000001,0.7733520155205863,1.999769304099142
Paper,0.694,,1,0.29766444232602485,0.6940000000000001,9,0.0008998559077809,8.751,1.7451899796236365,10.396335557673975
Paper,0.81,,1,0.3474737845567207,0.8099999999999999,9,0.0009,8.542,1.8101619088197698,10.46252621544328
Bioplastic,0.444,,0,0.14823641563393708,0.44400000000000006,7,0.0007004504504504,6.378,1.7886175115207374,7.295763584366063
Plastic,0.7375,,1,0.7383222116301239,0.7375,2,0.0021003389830508,-0.0979999999999998,0.8797333409142598,2.999177788369876
Ceramic,0.165,,1,0.09437559580552908,0.16499999999999998,5,0.0012,5.604,0.8488719960765079,6.070624404194471
Ceramic,0.4645,,1,0.26572926596758817,0.46449999999999997,5,0.0012002152852529,4.885,1.270065163560537,6.198770734032412
Metal,0.9965,,1,0.8548617731172546,0.9964999999999999,5,0.0017997992975413,2.413,1.04360654919383,6.141638226882746
Metal,0.444,,1,0.3808388941849381,0.44400000000000006,5,0.0017995495495495,4.402,0.9233862014274385,6.063161105815062
Bioplastic,0.7835,,1,0.261439466158246,0.7835,7,0.0007000638162093,6.9030000000000005,2.1677212185150996,8.522060533841755
Bioplastic,0.5955,,1,0.19876072449952337,0.5955,7,0.0007002518891687,7.166,1.9932338864071473,8.396739275500478
Paper,0.1145,,0,0.04909437559580553,0.1145,9,0.0008995633187772,8.794,0.7679699488491049,9.065405624404194
Bioplastic,0.4835,,0,0.16134413727359392,0.4835,7,0.0007001034126163,6.323,1.8500510669341597,7.322155862726406
Ceramic,0.2485,,1,0.14204003813155386,0.2485,5,0.0011991951710261,5.404,1.0266896415911777,6.106459961868446
Metal,0.068,,0,0.058388941849380364,0.068,5,0.0018014705882352,4.755,0.4293229009930785,5.009611058150619
Plastic,0.6035,,1,0.6041468064823642,0.6035,2,0.0021002485501242,0.4649999999999998,0.857065592635213,2.999353193517636
Glass,0.714,,1,0.5104861773117254,0.714,6,0.0015,4.8580000000000005,1.1695596502186134,7.203513822688275
Plastic,0.8435,,1,0.8443755958055291,0.8435,2,0.0021001778304682,-0.5430000000000001,0.8931827587947307,2.999124404194471
Glass,0.4325,,1,0.3093422306959009,0.4325,6,0.001500578034682,5.702,1.0565731252911037,7.1231577693040995
Bioplastic,0.9065,,0,0.30243088655862727,0.9065,7,0.0006999448428019,5.731,2.2525607011725692,7.604069113441373
Ceramic,0.818,,0,0.4678265014299333,0.818,5,0.0011998777506112,3.037,1.4405808780324014,5.350173498570066
Plastic,0.213,,0,0.21329837940896093,0.213,2,0.0021009389671361,1.105,0.6798630762209036,1.9997016205910392
Bioplastic,0.556,,1,0.18541468064823644,0.5559999999999999,7,0.0006996402877697,7.221999999999999,1.9480427521710082,8.370585319351765
